img-link href,photo-count,list-view-price,list-view-date,left,celly,celly 2,celly 3,celly 4,eids-badge__description,he-lazy-image src,eids-badge__label,list-view-location,img-wrp href,he-lazy-image src 2,he-lazy-image src 3,wp-btn,listing-card--owner-info__firm-name,listing-card--owner-info__name,list-view-header
https://www.hepsiemlak.com/istanbul-maltepe-kucukyali-kiralik/daire/66056-10258,35,45.000,18-05-2025,Kiralık Daire,"3 +
                          1",130 m²,"35
                        Yaşında",Giriş Katı,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/4/3/5/5/4/4/d41c9a60-fede-4e68-b127-5a061ef8e87c.jpg,EİDS onaylı,İstanbul / Maltepe / Küçükyalı Mah.,https://www.hepsiemlak.com/emlak-ofisi/kacmaz-emlak-altintepe-66056,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/5/0/6/6/0/c7a099ad-2bd0-41c5-bcdb-2909d47fa4ba.png,Whatsapp,Kaçmaz Emlak Altıntepe,,Küçüyalıda Marmaraya Yakın İçi Mimari Dizaynlı Lüks 3+1
https://www.hepsiemlak.com/istanbul-silivri-yeni-kiralik/daire/113826-316,44,17.000,18-05-2025,Kiralık Daire,"3 +
                          1",120 m²,"25
                        Yaşında",6. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/7/8/2/4/4/4/1743960742645-44428785.jpg,EİDS onaylı,İstanbul / Silivri / Yeni Mah.,https://www.hepsiemlak.com/emlak-ofisi/hilal-gayrimenkul-113826,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/2/8/3/1/1/6d690b8e-9e1b-4db1-beff-eb7cdcb5ca5c.jpg,Whatsapp,Hilal Gayrimenkul,,Silivri Yeni Mahalle Aliye Can Önü Güney Cephe 3+1 Kiralık Daire
https://www.hepsiemlak.com/istanbul-avcilar-merkez-kiralik/daire/129657-454,31,18.000,18-05-2025,Kiralık Daire,"3 +
                          1",120 m²,"31
                        Yaşında",4. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/8/6/4/1/4/4/1747565625777-44146860.jpg,EİDS onaylı,İstanbul / Avcılar / Merkez Mah.,https://www.hepsiemlak.com/emlak-ofisi/umut-gayrimenkul-avcilar-129657/suat-yilmaz-3281073,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/7/0/1/8/2/3/229b9b54-e841-43a0-b8cd-9e6d7ff6c897.jpg,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/5/6/9/2/1/4564fd35-510d-4fa8-8e3e-6440152c7f5d.jpg,Whatsapp,Umut Gayrimenkul Avcılar,"Suat
          Yılmaz",Avcılar Merkezde 3+1  Daire
https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/11114-11682,12,23.500,18-05-2025,Kiralık Daire,"2 +
                          1",85 m²,"30
                        Yaşında",2. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/9/1/6/5/4/4/70841f2a-5056-46ee-9a30-9d42c31ea9a2.jpg,EİDS onaylı,İstanbul / Kağıthane / Ortabayır Mah.,https://www.hepsiemlak.com/emlak-ofisi/onur-emlak-11114,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/1/1/1/1/0/e2ecfdb9-2b1a-4dd3-ad7b-56b72094a230.jpg,Whatsapp,Onur Emlak,,Onurdan Ortabayır Çarşı İçinde Metroya 8 Dk Temiz Daire 2+1
https://www.hepsiemlak.com/istanbul-kadikoy-sahrayi-cedit-kiralik/daire/14121-5615,33,58.000,18-05-2025,Kiralık Daire,"3 +
                          1",130 m²,"35
                        Yaşında",6. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/5/2/8/4/4/4/ba7d74f8-8f43-443b-af9a-b3a55ebd9bad.jpg,EİDS onaylı,İstanbul / Kadıköy / Sahrayı Cedit Mah.,https://www.hepsiemlak.com/emlak-ofisi/esinti-gayrimenkul-14121,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/1/4/1/0/946074d0-dbb6-458b-872f-c01a5302ca9b.jpg,Whatsapp,Esinti Gayrimenkul,,"Bayar Cd Yakın Konumda, İçi Yapılı, Çift Balkonlu, Ara Kat 3+1"
https://www.hepsiemlak.com/istanbul-sisli-pasa-kiralik/daire/110844-5877,20,35.000,18-05-2025,Kiralık Daire,"2 +
                          1",100 m²,"5
                        Yaşında",Teras Katı,,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/6/1/1/6/4/4/8d076313-0230-4be0-8a6d-c38140f79f76.jpg,,İstanbul / Şişli / Paşa Mah.,https://www.hepsiemlak.com/emlak-ofisi/erkin-emlak-110844/ali-zincidi-2308953,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/5/9/8/0/3/2/1aaa650c-bde2-4a20-a999-e0c24954ad90.jpg,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/4/8/0/1/1/4020ab72-675b-4094-be93-a2a27d91d727.jpg,Whatsapp,Erkin Emlak,"Ali
          Zincidi",Şişli Feriköy De Yeni Binada Çift Teraslı 2+1 Dublex
https://www.hepsiemlak.com/istanbul-kartal-atalar-kiralik/daire/124165-960,40,45.000,18-05-2025,Kiralık Daire,"3 +
                          1",135 m²,"10
                        Yaşında",7. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/1/2/6/3/4/4/1742487939019-44362187.jpg,EİDS onaylı,İstanbul / Kartal / Atalar Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,Kartal Atalarda Geniş M2 Arayanlara Marmaraya Ve Sahile Yakın Eşyalı 3+1!!!
https://www.hepsiemlak.com/istanbul-kagithane-yesilce-kiralik/daire/79778-2089,43,20.000,18-05-2025,Kiralık Daire,"2 +
                          1",90 m²,"5
                        Yaşında",Yüksek Giriş,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/2/5/0/2/4/4/7207f66d-45da-4e08-a27a-a1a6891be5e3.jpg,EİDS onaylı,İstanbul / Kağıthane / Yeşilce Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,Garanti Gayrimenkul'den Yeşilce De Kiralık
https://www.hepsiemlak.com/istanbul-atasehir-kayisdagi-kiralik/daire/14121-5636,28,27.000,18-05-2025,Kiralık Daire,"1 +
                          1",45 m²,"5
                        Yaşında",4. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/0/8/4/6/4/4/11917986-ffa5-47fb-b12b-e4bc2a21010c.jpg,EİDS onaylı,İstanbul / Ataşehir / Kayışdağı Mah.,https://www.hepsiemlak.com/emlak-ofisi/esinti-gayrimenkul-14121,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/1/4/1/0/946074d0-dbb6-458b-872f-c01a5302ca9b.jpg,Whatsapp,Esinti Gayrimenkul,,"Yeditepe Üniv.Yakın Konumda, Teraslı, Full Eşyalı 1+1 Daire"
https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/residence/8525-56664,18,150.000,18-05-2025,Kiralık Residence,"1 +
                          1",87 m²,Sıfır Bina,Kot 1,,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/2/6/8/1/4/4/ca181e9b-478e-4916-b949-2eea12a48d50.jpg,,İstanbul / Şişli / Teşvikiye Mah.,https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525/sinan-cizmeci-8525,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/2/5/8/0/0/d6f97f13-b255-4f55-acd8-a4745e3d74b6.jpg,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/5/8/0/0/7d55d022-1b95-403d-96bf-b966e1d3818e.jpg,Whatsapp,Versatıe Selenıum Twins Zorlu Center,"Sinan
          Çizmeci",2.El Kiralama Ofisinden Nişantaşı Koru Kiralık 1+1
https://www.hepsiemlak.com/istanbul-sisli-pasa-kiralik/daire/42292-1857,13,19.000,18-05-2025,Kiralık Daire,"1 +
                          1",70 m²,"15
                        Yaşında",Yüksek Giriş,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/7/3/3/6/4/4/1747308165-886384-44633745.jpeg,EİDS onaylı,İstanbul / Şişli / Paşa Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,Nazar Emlak Tan 1+1 Şirin Daire Giriş Kat
https://www.hepsiemlak.com/istanbul-bagcilar-100-yil-kiralik/daire/144010-115,15,17.500,18-05-2025,Kiralık Daire,"2 +
                          1",120 m²,"35
                        Yaşında",2. Kat,,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/5/5/2/0/3/4/1721815253-864528-43025502.jpeg,,İstanbul / Bağcılar / 100. Yıl Mah.,,,,Whatsapp,,,Bağcılar Yüzyıl Kiralık 2+1 Daire Okul Yanı
https://www.hepsiemlak.com/istanbul-atasehir-inonu-kiralik/daire/14121-5546,26,17.000,18-05-2025,Kiralık Daire,"1 +
                          1",70 m²,"11
                        Yaşında",Bahçe Katı,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/5/5/7/0/4/4/1af14934-b197-421e-80c8-f3badfc5ed44.jpg,EİDS onaylı,İstanbul / Ataşehir / İnönü Mah.,https://www.hepsiemlak.com/emlak-ofisi/esinti-gayrimenkul-14121,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/1/4/1/0/946074d0-dbb6-458b-872f-c01a5302ca9b.jpg,Whatsapp,Esinti Gayrimenkul,,"19 Mayıs Cd Üzeri, Geniş 1+1 Daire"
https://www.hepsiemlak.com/istanbul-uskudar-valide-i-atik-kiralik/daire/130870-545,20,25.000,18-05-2025,Kiralık Daire,"2 +
                          1",85 m²,"45
                        Yaşında",Ara Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/4/3/4/6/4/4/1747431268-170605-44643451.jpeg,EİDS onaylı,İstanbul / Üsküdar / Valide-i Atik Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,Nev Çarşı Avm Ye 400 Metre Mesafede 2+1 Daire Üsküdar
https://www.hepsiemlak.com/istanbul-kagithane-yahya-kemal-kiralik/daire/145309-521,19,30.000,18-05-2025,Kiralık Daire,"3 +
                          1",140 m²,"16
                        Yaşında",2. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/0/2/1/6/4/4/089ec7a9-e407-4567-b58d-b0f9ac6aad3d.jpg,EİDS onaylı,İstanbul / Kağıthane / Yahya Kemal Mah.,https://www.hepsiemlak.com/emlak-ofisi/park-yapi-gayrimenkul-145309,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://www.hepsiemlak.com/img/loadings/noImage55-55.png,Whatsapp,Park Yapı Gayrimenkul,,Kağıthane'de 140 M2 3+1 Havalimanı Metrosuna Yakın Kiralık Daire
https://www.hepsiemlak.com/istanbul-sisli-pasa-kiralik/daire/42292-1856,11,18.000,18-05-2025,Kiralık Daire,"2 +
                          1",85 m²,"25
                        Yaşında",2. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/3/3/3/6/4/4/1747302255-660207-44633335.jpeg,EİDS onaylı,İstanbul / Şişli / Paşa Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,Nazar Emlak Tan 2.Kat Daire 80 M2
https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/71801-1136,10,30.000,18-05-2025,Kiralık Daire,"3 +
                          1",175 m²,"15
                        Yaşında",12. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/0/5/9/1/4/4/f907190b-70e0-46ce-9323-3506a758b6ef.jpg,EİDS onaylı,İstanbul / Beylikdüzü / Adnan Kahveci Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,Beylikdüzü Adnan Kahvecide Metrobüs Yaşam Vadisi  3+1 Site İçi Ara Kat  Kiralık Daire
https://www.hepsiemlak.com/istanbul-beykoz-cubuklu-kiralik/daire/5857-2682,22,35.000,18-05-2025,Kiralık Daire,"3 +
                          1",110 m²,"20
                        Yaşında",En Üst Kat,,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/5/8/5/0/0/36685e73-0c00-4180-8f99-1e4a51d1fec0.jpg,,İstanbul / Beykoz / Çubuklu Mah.,https://www.hepsiemlak.com/emlak-ofisi/tastan-gayrimenkul-5857/aysel-tastan-5857,,,Whatsapp,Taştan Gayrimenkul,"Aysel
          Taştan",Cubuklu Merkeze 5dk Ful Eşyalı Daire Kız Ogrencıye Uygun
https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/11114-11687,14,23.500,18-05-2025,Kiralık Daire,"2 +
                          1",83 m²,"15
                        Yaşında",Yüksek Giriş,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/1/1/1/1/0/e2ecfdb9-2b1a-4dd3-ad7b-56b72094a230.jpg,EİDS onaylı,İstanbul / Şişli / Gülbahar Mah.,https://www.hepsiemlak.com/emlak-ofisi/onur-emlak-11114,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,Onur Emlak,,Onurda Gülbag Çimen Sk Sonu Kartal Sk Başında Kiralık2+1
https://www.hepsiemlak.com/istanbul-atasehir-inonu-kiralik/daire/14121-5605,18,20.000,18-05-2025,Kiralık Daire,Stüdyo,40 m²,"7
                        Yaşında",Giriş Katı,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/1/4/1/0/946074d0-dbb6-458b-872f-c01a5302ca9b.jpg,EİDS onaylı,İstanbul / Ataşehir / İnönü Mah.,https://www.hepsiemlak.com/emlak-ofisi/esinti-gayrimenkul-14121,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,Esinti Gayrimenkul,,"Yeditepe Üniv. Yanında, Genç Binada Full Eşyalı Ara Kat 1+0 Daire"
https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/42771-6456,17,25.000,18-05-2025,Kiralık Daire,"2 +
                          1",100 m²,"20
                        Yaşında",4. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/3/6/2/6/4/4/1747380098-331935-44626337.jpeg,EİDS onaylı,İstanbul / Şişli / Gülbahar Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,2+1 100 M2 Üveyik Sok Ta Klimalı Ara Kat Çift Balkon Geniş Ferah
https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/145309-504,11,29.000,18-05-2025,Kiralık Daire,"1 +
                          1",90 m²,"8
                        Yaşında",Yüksek Giriş,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/6/3/7/5/4/4/a5f67492-93a9-4833-91cc-dc2961730414.jpg,EİDS onaylı,İstanbul / Kağıthane / Çağlayan Mah.,https://www.hepsiemlak.com/emlak-ofisi/park-yapi-gayrimenkul-145309,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://www.hepsiemlak.com/img/loadings/noImage55-55.png,Whatsapp,Park Yapı Gayrimenkul,,Full Eşyalı-Çağlayan Metro'ya 8 Dk Mesafede-Kiralık 1+1 Daire
https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/11114-11686,14,23.500,18-05-2025,Kiralık Daire,"2 +
                          1",83 m²,"15
                        Yaşında",Yüksek Giriş,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/3/4/8/5/4/4/e5ebd3e7-aa51-43e3-a2d3-e5acbdb5fd19.jpg,EİDS onaylı,İstanbul / Şişli / Mecidiyeköy Mah.,https://www.hepsiemlak.com/emlak-ofisi/onur-emlak-11114,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/1/1/1/1/0/e2ecfdb9-2b1a-4dd3-ad7b-56b72094a230.jpg,Whatsapp,Onur Emlak,,Onurda Gülbag Çimen Sk Sonu Kartal Sk Başında  Kiralık2+1
https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/30486-1815,9,27.500,18-05-2025,Kiralık Daire,"2 +
                          1",75 m²,"40
                        Yaşında",2. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/3/1/9/3/4/4/ec4d0252-b075-4b17-99df-8518eb8f81e5.jpg,EİDS onaylı,İstanbul / Şişli / Meşrutiyet Mah.,https://www.hepsiemlak.com/emlak-ofisi/fem-gayrimenkul-30486/adem-adem-30486,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg,Whatsapp,Fem Gayrimenkul,"Adem
          Adem",Şişli Nişantaşı Akkirman Sokağa Paralel 2+1 2.Kat
https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/118239-9689,40,17.000,18-05-2025,Kiralık Daire,"1 +
                          1",75 m²,"29
                        Yaşında",2. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/4/0/5/6/4/4/b456a842-baf1-4978-b4de-db61e7d49c4b.jpg,EİDS onaylı,İstanbul / Kağıthane / Sultan Selim Mah.,https://www.hepsiemlak.com/emlak-ofisi/adige-insaat-gayrimenkul-118239,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/3/2/8/1/1/92ca2b2d-4b9f-4eee-98df-a5e274aa6627.jpg,Whatsapp,Adige İnşaat Gayrimenkul,,"Caddeye Yakın, Balkonlu, Okul-Market-Metro-İett Durağına Yakın"
https://www.hepsiemlak.com/istanbul-maltepe-findikli-kiralik/daire/141425-165,15,35.000,18-05-2025,Kiralık Daire,"2 +
                          1",100 m²,"5
                        Yaşında",2. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/6/0/5/6/4/4/d2580cf22fc0325e9a279dac027c5cd110cca9605d5cc3b0e5d52ab5cae81e368036cf464e4319614907816dc6b6e78a.jpg,EİDS onaylı,İstanbul / Maltepe / Fındıklı Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,Cadde Kenarında Ful Eşyalı 2+1 Balkonlu Lüx Eşyalı Daire Ara Kat
https://www.hepsiemlak.com/istanbul-kagithane-hamidiye-kiralik/daire/6580-403,38,45.000,18-05-2025,Kiralık Daire,"1 +
                          1",72 m²,"4
                        Yaşında",5. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/7/0/5/5/4/4/1746000809-291185-44550730.jpeg,EİDS onaylı,İstanbul / Kağıthane / Hamidiye Mah.,https://www.hepsiemlak.com/emlak-ofisi/cinar-emlak-6580/serkan-derebasi-6580,https://hecdn01.hemlak.com/img/eids-logo-mini.png,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/8/5/6/0/0/6a976084-b7a0-47ff-8ada-cf542271942c.jpg,Whatsapp,Çınar Emlak,"Serkan
          Derebaşı",Kağıthane Kordon İstanbul Güzelyalı Kiralık Köşe 1+1 Daire/vadi İstanbul/avangart/seba/çamlı Vadi
https://www.hepsiemlak.com/istanbul-esenyurt-sehitler-kiralik/daire/125785-556,51,13.000,18-05-2025,Kiralık Daire,"2 +
                          1",100 m²,"5
                        Yaşında",Bahçe Katı,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/0/4/6/3/4/4/44a39af2-879a-4f28-9c3c-bf682859955d.jpg,EİDS onaylı,İstanbul / Esenyurt / Şehitler Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,Melih İnsaat Tan Kırac Ta 2+1 Bahçeli Temiz Kiralık Daire
https://www.hepsiemlak.com/istanbul-eyupsultan-merkez-kiralik/daire/60890-723,21,17.000,18-05-2025,Kiralık Daire,"2 +
                          1",65 m²,"5
                        Yaşında",Yarı Bodrum,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/6/8/5/1/4/4/656986ad-854b-4e27-bfc1-3261d314cfa5.jpg,EİDS onaylı,İstanbul / Eyüpsultan / Merkez Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,Yeni Binadan Kiralık 2+1 B.Kat Daire
https://www.hepsiemlak.com/istanbul-uskudar-murat-reis-kiralik/daire/0-44650599,10,25.000,18-05-2025,Kiralık Daire,"3 +
                          1",148 m²,"7
                        Yaşında",3. Kat,,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/5/0/5/6/4/4/1747570372811-44650599.jpg,,İstanbul / Üsküdar / Murat Reis Mah.,,,,Whatsapp,,,Temiz Kiralik Geniş Daire
https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/65917-740,24,25.000,18-05-2025,Kiralık Daire,"2 +
                          1",85 m²,"25
                        Yaşında",Giriş Katı,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/8/8/6/5/4/4/1746786251-831887-44568800.jpeg,EİDS onaylı,İstanbul / Kağıthane / Ortabayır Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,"Birben Sokak’ta Kiralık 2+1 Daire – Temiz, Boyası Yeni"
https://www.hepsiemlak.com/istanbul-maltepe-findikli-kiralik/daire/141425-164,16,21.000,18-05-2025,Kiralık Daire,"1 +
                          1",75 m²,"13
                        Yaşında",Bahçe Katı,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/8/7/4/6/4/4/6c33d153-e10b-4c44-99b0-a54320476fbe.jpg,EİDS onaylı,İstanbul / Maltepe / Fındıklı Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,Bülent Oğuz'dan Full Eşyalı Ayrı Mutfaklı Cadde'ye Yakın  1+1 Bahçe Katı
https://www.hepsiemlak.com/istanbul-eyupsultan-circir-kiralik/mustakil-ev/0-44650620,10,15.000,18-05-2025,Kiralık Müstakil Ev,"2 +
                          1",100 m²,"30
                        Yaşında",,,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/6/0/5/6/4/4/1747570752254-44650620.jpg,,İstanbul / Eyüpsultan / Çırçır Mah.,,,,Whatsapp,,,Müstakil Ev
https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/145309-500,32,115.000,18-05-2025,Kiralık Daire,"5 +
                          2",280 m²,"35
                        Yaşında",4. Kat,,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/5/0/6/5/4/4/8f4bb87f-6e63-4c04-bb73-1b03825dcff3.jpg,,İstanbul / Bakırköy / Şenlikköy Mah.,https://www.hepsiemlak.com/emlak-ofisi/park-yapi-gayrimenkul-145309,,https://www.hepsiemlak.com/img/loadings/noImage55-55.png,Whatsapp,Park Yapı Gayrimenkul,,Florya'da Deniz Manzaralı 5+2 280 M2 Kiralık Dubleks
https://www.hepsiemlak.com/istanbul-fatih-sehremini-kiralik/daire/129481-1249,15,14.000,18-05-2025,Kiralık Daire,"1 +
                          1",75 m²,"35
                        Yaşında",1. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/1/7/3/3/4/4/09f16b39-5f4c-4f99-be06-95ad5997b555.jpg,EİDS onaylı,İstanbul / Fatih / Şehremini Mah.,https://www.hepsiemlak.com/emlak-ofisi/vip-gayrimenkul-sehremini-129481/necmettin-yildirim-3271647,https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/4/6/1/7/2/3/4016dd02-8805-4f45-a3ad-0aa5239944e6.jpg,https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/8/4/9/2/1/a8cc1c3d-a53a-4697-af84-40d52ac34223.jpg,Whatsapp,Vıp Gayrimenkul Şehremini,"Necmettin
          Yıldırım",Vip Gayrımenkulden  Fatıh Çapada Mevlanekapı  Mah Mımarsasımda 1+1lsolon  Dogazsobalı
https://www.hepsiemlak.com/istanbul-esenyurt-koza-kiralik/daire/115511-464,24,20.000,18-05-2025,Kiralık Daire,"1 +
                          1",70 m²,"7
                        Yaşında",4. Kat,Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/5/8/7/5/4/4/1746452714148-44578527.jpg,EİDS onaylı,İstanbul / Esenyurt / Koza Mah.,,https://hecdn01.hemlak.com/img/eids-logo-mini.png,,Whatsapp,,,Dumankaya Modern Vadi Kiralık 1+1 Daire
https://www.hepsiemlak.com/istanbul-esenyurt-yunus-emre-kiralik/daire/117217-270,13,10.000,18-05-2025,Kiralık Daire,"2 +
                          1",125 m²,"20
                        Yaşında",4. Kat,,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/4/5/8/0/4/4/24f8db4f-b2de-4d5e-aebb-86a4b2063a1b.jpg,,İstanbul / Esenyurt / Yunus Emre Mah.,,,,Whatsapp,,,Esenyurt'ta 2+1 Lise Ve İlkokulun Karşısında
